interaction_id,customer_id,policy_id,channel_id,agent_id,interaction_datetime,interaction_year,interaction_type,interaction_reason,direction,duration_seconds,sentiment_score,resolved_flag
INT_00000071262,CUST_00006899,POL_000011006,CH_WEB,,2023-03-25T17:44:00+00:00,2023,EMAIL,BILLING,INBOUND,1075,-0.106,false
INT_00000071263,CUST_00006899,POL_000011006,CH_WEB,,2024-09-13T08:58:00+00:00,2024,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,1368,-0.811,true
INT_00000071264,CUST_00006900,POL_000011007,CH_SMS,,2025-10-03T18:09:00+00:00,2025,WEB_VISIT,QUOTE,INBOUND,911,0.559,true
INT_00000071265,CUST_00006900,POL_000011007,CH_MOBILE,,2026-06-16T15:55:00+00:00,2026,MOBILE_SESSION,BILLING,INBOUND,957,-0.084,true
INT_00000071266,CUST_00006900,POL_000011007,CH_EMAIL,,2025-12-05T19:28:00+00:00,2025,SMS,QUOTE,INBOUND,742,0.47,true
INT_00000071267,CUST_00006900,POL_000011007,CH_MOBILE,,2026-04-30T09:16:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1230,0.273,true
INT_00000071268,CUST_00006900,POL_000011007,CH_BRANCH,AGT_00087,2025-07-24T08:10:00+00:00,2025,CALL,RENEWAL,OUTBOUND,565,0.147,true
INT_00000071269,CUST_00006900,POL_000011007,CH_WEB,,2025-12-10T16:02:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,844,0.458,true
INT_00000071270,CUST_00006900,POL_000011007,CH_WEB,,2025-12-01T11:02:00+00:00,2025,EMAIL,RENEWAL,INBOUND,516,-0.134,true
INT_00000071271,CUST_00006900,POL_000011007,CH_MOBILE,,2025-11-14T18:08:00+00:00,2025,WEB_VISIT,QUOTE,INBOUND,925,-0.109,true
INT_00000071272,CUST_00006900,POL_000011007,CH_CALL_CENTER,AGT_00089,2025-08-11T12:56:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,1146,0.224,true
INT_00000071273,CUST_00006900,POL_000011007,CH_BRANCH,AGT_00088,2025-05-05T20:09:00+00:00,2025,WEB_VISIT,RENEWAL,OUTBOUND,1102,-1,true
INT_00000071274,CUST_00006900,POL_000011007,CH_EMAIL,,2026-05-06T08:44:00+00:00,2026,CALL,RETENTION,OUTBOUND,1615,0.127,true
INT_00000071275,CUST_00006900,POL_000011007,CH_EMAIL,,2025-09-11T19:19:00+00:00,2025,EMAIL,RENEWAL,OUTBOUND,287,0.046,true
INT_00000071276,CUST_00006900,POL_000011007,CH_BRANCH,AGT_00087,2026-01-05T09:12:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,515,0.215,true
INT_00000071277,CUST_00006901,POL_000011008,CH_WEB,,2026-02-23T11:24:00+00:00,2026,SMS,QUOTE,INBOUND,1341,0.648,true
INT_00000071278,CUST_00006901,POL_000011008,CH_WEB,,2022-06-01T12:55:00+00:00,2022,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,878,-0.223,false
INT_00000071279,CUST_00006901,POL_000011008,CH_CALL_CENTER,AGT_00122,2024-12-21T10:41:00+00:00,2024,CALL,RENEWAL,OUTBOUND,303,-0.137,true
INT_00000071280,CUST_00006901,POL_000011008,CH_CALL_CENTER,AGT_00122,2022-03-05T16:06:00+00:00,2022,WEB_VISIT,COMPLAINT,INBOUND,905,-0.803,true
INT_00000071281,CUST_00006901,POL_000011008,CH_WEB,,2024-09-17T18:30:00+00:00,2024,CALL,BILLING,INBOUND,221,0.311,true
INT_00000071282,CUST_00006901,POL_000011008,CH_EMAIL,,2026-01-01T16:15:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,1036,-0.014,true
INT_00000071283,CUST_00006901,POL_000011008,CH_WEB,,2022-05-06T19:48:00+00:00,2022,WEB_VISIT,GENERAL_SERVICE,INBOUND,781,0.03,false
INT_00000071284,CUST_00006901,POL_000011008,CH_BRANCH,AGT_00123,2022-06-06T18:40:00+00:00,2022,CHAT,COMPLAINT,INBOUND,307,0.019,true
INT_00000071285,CUST_00006901,POL_000011008,CH_BRANCH,AGT_00124,2021-12-29T08:28:00+00:00,2021,CALL,QUOTE,INBOUND,252,-0.663,true
INT_00000071286,CUST_00006901,POL_000011008,CH_EMAIL,,2024-01-12T20:47:00+00:00,2024,BRANCH_MEETING,CLAIM,INBOUND,584,-0.294,true
INT_00000071287,CUST_00006901,POL_000011008,CH_CALL_CENTER,AGT_00123,2025-03-15T10:56:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,780,-0.656,true
INT_00000071288,CUST_00006901,POL_000011008,CH_EMAIL,,2025-03-23T19:23:00+00:00,2025,EMAIL,CLAIM,INBOUND,1319,-0.086,true
INT_00000071289,CUST_00006901,POL_000011008,CH_MOBILE,,2024-08-14T09:21:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,348,-0.324,true
INT_00000071290,CUST_00006901,POL_000011008,CH_CALL_CENTER,AGT_00124,2021-06-11T15:05:00+00:00,2021,EMAIL,BILLING,INBOUND,99,-0.016,true
INT_00000071291,CUST_00006902,POL_000011009,CH_CALL_CENTER,AGT_00151,2025-02-01T13:16:00+00:00,2025,SMS,QUOTE,INBOUND,471,0.797,true
INT_00000071292,CUST_00006902,POL_000011009,CH_SMS,,2025-03-29T09:19:00+00:00,2025,BRANCH_MEETING,QUOTE,INBOUND,473,0.152,true
INT_00000071293,CUST_00006902,POL_000011009,CH_BRANCH,AGT_00151,2025-11-12T12:49:00+00:00,2025,WEB_VISIT,COMPLAINT,INBOUND,609,-0.137,true
INT_00000071294,CUST_00006902,POL_000011009,CH_EMAIL,,2023-10-02T17:52:00+00:00,2023,MOBILE_SESSION,RENEWAL,OUTBOUND,1251,-0.385,true
INT_00000071295,CUST_00006902,POL_000011009,CH_EMAIL,,2025-10-17T08:04:00+00:00,2025,CALL,QUOTE,INBOUND,107,0.097,true
INT_00000071296,CUST_00006902,POL_000011009,CH_WEB,,2024-05-10T13:00:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,548,-0.492,false
INT_00000071297,CUST_00006902,POL_000011009,CH_MOBILE,,2025-07-09T08:33:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1418,0.894,true
INT_00000071298,CUST_00006902,POL_000011009,CH_SMS,,2026-01-05T10:03:00+00:00,2026,MOBILE_SESSION,RENEWAL,OUTBOUND,1720,0.671,true
INT_00000071299,CUST_00006902,POL_000011009,CH_WEB,,2025-01-07T17:48:00+00:00,2025,CHAT,CLAIM,INBOUND,1194,0.372,false
INT_00000071300,CUST_00006902,POL_000011009,CH_SMS,,2024-12-15T13:55:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,1434,-0.488,true
INT_00000071301,CUST_00006902,POL_000011009,CH_MOBILE,,2023-02-28T20:23:00+00:00,2023,CHAT,QUOTE,INBOUND,590,-0.531,true
INT_00000071302,CUST_00006902,POL_000011009,CH_WEB,,2025-11-27T16:34:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,1601,-0.025,false
INT_00000071303,CUST_00006902,POL_000011009,CH_EMAIL,,2024-11-30T17:52:00+00:00,2024,MOBILE_SESSION,COMPLAINT,INBOUND,888,-0.991,true
INT_00000071304,CUST_00006902,POL_000011009,CH_CALL_CENTER,AGT_00152,2025-07-30T13:02:00+00:00,2025,SMS,QUOTE,INBOUND,464,-0.258,false
INT_00000071305,CUST_00006902,POL_000011009,CH_MOBILE,,2022-06-04T09:14:00+00:00,2022,MOBILE_SESSION,BILLING,INBOUND,1791,-0.28,true
INT_00000071306,CUST_00006902,POL_000011009,CH_CALL_CENTER,AGT_00151,2022-04-16T17:22:00+00:00,2022,CALL,RENEWAL,INBOUND,824,-0.08,true
INT_00000071307,CUST_00006902,POL_000011009,CH_MOBILE,,2024-09-17T11:21:00+00:00,2024,WEB_VISIT,CLAIM,INBOUND,774,0.262,true
INT_00000071308,CUST_00006902,POL_000011009,CH_WEB,,2023-07-31T16:58:00+00:00,2023,EMAIL,QUOTE,INBOUND,66,0.479,true
INT_00000071309,CUST_00006903,POL_000011010,CH_MOBILE,,2026-05-22T09:22:00+00:00,2026,BRANCH_MEETING,QUOTE,INBOUND,1237,-0.243,true
INT_00000071310,CUST_00006903,POL_000011010,CH_EMAIL,,2026-03-18T09:16:00+00:00,2026,EMAIL,CLAIM,INBOUND,999,0.198,true
INT_00000071311,CUST_00006903,POL_000011010,CH_BRANCH,AGT_00066,2026-03-10T12:21:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1568,0.411,true
INT_00000071312,CUST_00006903,POL_000011010,CH_MOBILE,,2026-06-20T12:54:00+00:00,2026,WEB_VISIT,RENEWAL,INBOUND,442,0.048,true
INT_00000071313,CUST_00006903,POL_000011010,CH_CALL_CENTER,AGT_00068,2026-02-05T09:45:00+00:00,2026,EMAIL,GENERAL_SERVICE,INBOUND,736,-0.395,true
INT_00000071314,CUST_00006903,POL_000011010,CH_BRANCH,AGT_00068,2026-02-10T18:16:00+00:00,2026,CHAT,RENEWAL,OUTBOUND,1531,0.508,true
INT_00000071315,CUST_00006903,POL_000011010,CH_WEB,,2026-06-21T16:35:00+00:00,2026,BRANCH_MEETING,RENEWAL,OUTBOUND,1158,0.03,true
INT_00000071316,CUST_00006903,POL_000011010,CH_EMAIL,,2026-04-25T19:43:00+00:00,2026,EMAIL,RENEWAL,OUTBOUND,1743,0.052,false
INT_00000071317,CUST_00006903,POL_000011010,CH_MOBILE,,2026-03-27T19:53:00+00:00,2026,EMAIL,COMPLAINT,INBOUND,950,-0.499,false
INT_00000071318,CUST_00006903,POL_000011010,CH_MOBILE,,2026-01-26T11:32:00+00:00,2026,BRANCH_MEETING,BILLING,INBOUND,1121,0.347,true
INT_00000071319,CUST_00006903,POL_000011010,CH_BRANCH,AGT_00066,2026-04-15T12:41:00+00:00,2026,WEB_VISIT,CLAIM,INBOUND,60,-0.099,true
INT_00000071320,CUST_00006903,POL_000011010,CH_WEB,,2026-03-21T20:10:00+00:00,2026,CALL,CLAIM,INBOUND,1526,-0.293,true
INT_00000071321,CUST_00006904,POL_000011011,CH_EMAIL,,2025-05-14T19:11:00+00:00,2025,EMAIL,RETENTION,OUTBOUND,646,0.583,true
INT_00000071322,CUST_00006904,POL_000011011,CH_BRANCH,AGT_00067,2022-10-17T13:41:00+00:00,2022,BRANCH_MEETING,COMPLAINT,INBOUND,200,0.322,true
INT_00000071323,CUST_00006904,POL_000011011,CH_WEB,,2023-01-17T11:33:00+00:00,2023,EMAIL,BILLING,INBOUND,330,-0.127,true
INT_00000071324,CUST_00006904,POL_000011011,CH_WEB,,2025-01-19T10:06:00+00:00,2025,CALL,QUOTE,INBOUND,696,0.704,true
INT_00000071325,CUST_00006904,POL_000011011,CH_EMAIL,,2023-06-19T08:29:00+00:00,2023,CHAT,RENEWAL,OUTBOUND,1440,0.668,true
INT_00000071326,CUST_00006904,POL_000011011,CH_MOBILE,,2023-07-15T08:09:00+00:00,2023,CALL,QUOTE,INBOUND,1602,0.518,true
INT_00000071327,CUST_00006904,POL_000011011,CH_CALL_CENTER,AGT_00067,2025-01-19T09:37:00+00:00,2025,CALL,COMPLAINT,INBOUND,685,-0.141,true
INT_00000071328,CUST_00006904,POL_000011011,CH_MOBILE,,2025-12-17T14:16:00+00:00,2025,MOBILE_SESSION,RENEWAL,INBOUND,897,0.393,true
INT_00000071329,CUST_00006904,POL_000011011,CH_CALL_CENTER,AGT_00068,2026-06-09T16:12:00+00:00,2026,CHAT,BILLING,INBOUND,1617,0.075,true
INT_00000071330,CUST_00006904,POL_000011011,CH_CALL_CENTER,AGT_00068,2022-11-25T19:53:00+00:00,2022,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,916,0.198,false
INT_00000071331,CUST_00006905,POL_000011013,CH_EMAIL,,2021-11-13T17:20:00+00:00,2021,WEB_VISIT,RETENTION,OUTBOUND,188,-0.249,false
INT_00000071332,CUST_00006905,POL_000011012,CH_WEB,,2021-05-01T18:06:00+00:00,2021,CALL,RETENTION,INBOUND,162,-0.402,true
INT_00000071333,CUST_00006905,POL_000011012,CH_SMS,,2026-02-20T14:36:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,372,-0.085,true
INT_00000071334,CUST_00006905,POL_000011012,CH_WEB,,2024-09-08T11:12:00+00:00,2024,CALL,BILLING,INBOUND,72,0.936,false
INT_00000071335,CUST_00006905,POL_000011013,CH_CALL_CENTER,AGT_00053,2026-03-14T19:15:00+00:00,2026,CALL,RENEWAL,OUTBOUND,1124,-0.335,true
INT_00000071336,CUST_00006905,POL_000011013,CH_WEB,,2022-11-02T17:44:00+00:00,2022,WEB_VISIT,BILLING,INBOUND,303,0.462,true
INT_00000071337,CUST_00006905,POL_000011013,CH_CALL_CENTER,AGT_00053,2024-06-05T12:44:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,908,-0.519,false
INT_00000071338,CUST_00006905,POL_000011013,CH_MOBILE,,2025-11-20T14:58:00+00:00,2025,BRANCH_MEETING,RENEWAL,OUTBOUND,372,-0.022,true
INT_00000071339,CUST_00006906,POL_000011014,CH_WEB,,2025-11-30T10:53:00+00:00,2025,CALL,COMPLAINT,INBOUND,1234,-0.167,true
INT_00000071340,CUST_00006906,POL_000011014,CH_WEB,,2025-08-31T17:44:00+00:00,2025,SMS,COMPLAINT,INBOUND,1024,-0.57,true
INT_00000071341,CUST_00006906,POL_000011014,CH_CALL_CENTER,AGT_00053,2025-12-01T17:30:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,700,0.032,true
INT_00000071342,CUST_00006906,POL_000011014,CH_EMAIL,,2026-02-10T10:27:00+00:00,2026,MOBILE_SESSION,QUOTE,INBOUND,734,-0.019,true
INT_00000071343,CUST_00006906,POL_000011014,CH_EMAIL,,2026-01-25T08:39:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,512,-0.1,true
INT_00000071344,CUST_00006906,POL_000011014,CH_CALL_CENTER,AGT_00052,2026-05-12T15:57:00+00:00,2026,BRANCH_MEETING,COMPLAINT,INBOUND,698,-0.47,true
INT_00000071345,CUST_00006906,POL_000011014,CH_MOBILE,,2026-04-17T10:48:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,1254,0.019,true
INT_00000071346,CUST_00006907,POL_000011015,CH_CALL_CENTER,AGT_00019,2022-04-22T14:33:00+00:00,2022,CALL,QUOTE,INBOUND,742,-0.366,false
INT_00000071347,CUST_00006907,POL_000011015,CH_MOBILE,,2023-12-07T18:56:00+00:00,2023,MOBILE_SESSION,RETENTION,INBOUND,160,0.038,true
INT_00000071348,CUST_00006907,POL_000011015,CH_WEB,,2021-10-29T09:13:00+00:00,2021,MOBILE_SESSION,RENEWAL,OUTBOUND,687,-0.031,true
INT_00000071349,CUST_00006907,POL_000011015,CH_BRANCH,AGT_00019,2024-03-07T12:09:00+00:00,2024,MOBILE_SESSION,RENEWAL,OUTBOUND,1431,0.679,true
INT_00000071350,CUST_00006907,POL_000011015,CH_CALL_CENTER,AGT_00018,2025-02-04T11:34:00+00:00,2025,WEB_VISIT,RETENTION,OUTBOUND,1024,0.587,false
INT_00000071351,CUST_00006907,POL_000011015,CH_MOBILE,,2024-08-07T16:45:00+00:00,2024,WEB_VISIT,CLAIM,INBOUND,1328,1,true
INT_00000071352,CUST_00006907,POL_000011015,CH_CALL_CENTER,AGT_00019,2023-08-17T15:21:00+00:00,2023,MOBILE_SESSION,CLAIM,INBOUND,1681,0.132,true
INT_00000071353,CUST_00006907,POL_000011015,CH_WEB,,2022-11-07T09:15:00+00:00,2022,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1653,0.504,true
INT_00000071354,CUST_00006907,POL_000011015,CH_CALL_CENTER,AGT_00018,2021-10-02T18:33:00+00:00,2021,WEB_VISIT,BILLING,INBOUND,61,0.082,true
INT_00000071355,CUST_00006907,POL_000011015,CH_MOBILE,,2023-09-27T12:30:00+00:00,2023,EMAIL,RENEWAL,OUTBOUND,1426,0.494,false
INT_00000071356,CUST_00006907,POL_000011015,CH_WEB,,2022-01-25T11:32:00+00:00,2022,MOBILE_SESSION,RETENTION,OUTBOUND,1398,0.763,true
INT_00000071357,CUST_00006908,POL_000011018,CH_BRANCH,AGT_00004,2026-04-07T16:15:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,150,-0.102,true
INT_00000071358,CUST_00006908,POL_000011016,CH_WEB,,2024-08-25T14:48:00+00:00,2024,BRANCH_MEETING,COMPLAINT,INBOUND,1041,-0.387,true
INT_00000071359,CUST_00006908,POL_000011017,CH_MOBILE,,2026-04-12T09:11:00+00:00,2026,EMAIL,QUOTE,INBOUND,99,-0.006,true
INT_00000071360,CUST_00006908,POL_000011016,CH_EMAIL,,2025-08-22T11:57:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,124,0.474,true
INT_00000071361,CUST_00006908,POL_000011017,CH_WEB,,2025-03-21T11:16:00+00:00,2025,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,794,-0.113,true
INT_00000071362,CUST_00006908,POL_000011017,CH_SMS,,2024-09-16T08:15:00+00:00,2024,WEB_VISIT,CLAIM,INBOUND,935,0.42,false
INT_00000071363,CUST_00006908,POL_000011016,CH_CALL_CENTER,AGT_00003,2024-11-23T08:24:00+00:00,2024,SMS,RENEWAL,OUTBOUND,1194,0.469,true
INT_00000071364,CUST_00006908,POL_000011018,CH_BRANCH,AGT_00005,2025-03-09T12:18:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,192,-0.063,true
INT_00000071365,CUST_00006908,POL_000011017,CH_SMS,,2024-11-13T18:50:00+00:00,2024,CALL,CLAIM,INBOUND,1092,0.259,true
INT_00000071366,CUST_00006908,POL_000011016,CH_MOBILE,,2024-09-14T10:31:00+00:00,2024,WEB_VISIT,CLAIM,INBOUND,1459,0.02,true
INT_00000071367,CUST_00006908,POL_000011018,CH_SMS,,2025-05-31T11:59:00+00:00,2025,EMAIL,BILLING,INBOUND,1124,0.009,true
INT_00000071368,CUST_00006909,POL_000011019,CH_WEB,,2025-11-22T15:44:00+00:00,2025,EMAIL,RETENTION,OUTBOUND,1569,-0.046,true
INT_00000071369,CUST_00006909,POL_000011020,CH_CALL_CENTER,AGT_00082,2023-10-08T10:53:00+00:00,2023,CHAT,RETENTION,OUTBOUND,227,-0.182,true
INT_00000071370,CUST_00006909,POL_000011020,CH_CALL_CENTER,AGT_00081,2021-11-19T16:19:00+00:00,2021,WEB_VISIT,QUOTE,INBOUND,256,0.929,true
INT_00000071371,CUST_00006909,POL_000011019,CH_BRANCH,AGT_00082,2026-04-03T14:40:00+00:00,2026,BRANCH_MEETING,BILLING,INBOUND,1270,-0.23,false
INT_00000071372,CUST_00006909,POL_000011019,CH_CALL_CENTER,AGT_00081,2022-06-22T15:36:00+00:00,2022,MOBILE_SESSION,BILLING,INBOUND,419,0.197,true
INT_00000071373,CUST_00006909,POL_000011020,CH_BRANCH,AGT_00080,2024-11-27T18:50:00+00:00,2024,CALL,RENEWAL,OUTBOUND,1188,0.785,true
INT_00000071374,CUST_00006909,POL_000011020,CH_CALL_CENTER,AGT_00081,2026-01-08T09:13:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1497,0.023,true
INT_00000071375,CUST_00006909,POL_000011019,CH_BRANCH,AGT_00080,2026-03-23T11:36:00+00:00,2026,EMAIL,RENEWAL,INBOUND,1377,-0.345,false
INT_00000071376,CUST_00006909,POL_000011019,CH_WEB,,2024-01-26T13:08:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,737,0.943,true
INT_00000071377,CUST_00006909,POL_000011020,CH_MOBILE,,2022-10-05T15:24:00+00:00,2022,WEB_VISIT,QUOTE,INBOUND,1687,0.433,true
INT_00000071378,CUST_00006910,POL_000011021,CH_BRANCH,AGT_00026,2025-10-06T13:56:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1451,0.38,true
INT_00000071379,CUST_00006910,POL_000011023,CH_BRANCH,AGT_00024,2024-03-02T20:16:00+00:00,2024,CALL,GENERAL_SERVICE,INBOUND,317,0.918,true
INT_00000071380,CUST_00006910,POL_000011023,CH_CALL_CENTER,AGT_00024,2023-12-03T19:22:00+00:00,2023,WEB_VISIT,GENERAL_SERVICE,INBOUND,1494,-0.735,true
INT_00000071381,CUST_00006910,POL_000011023,CH_SMS,,2025-04-15T13:50:00+00:00,2025,CALL,RETENTION,INBOUND,605,0.857,true
INT_00000071382,CUST_00006910,POL_000011023,CH_CALL_CENTER,AGT_00025,2024-12-08T14:22:00+00:00,2024,WEB_VISIT,QUOTE,INBOUND,724,-0.126,true
INT_00000071383,CUST_00006910,POL_000011021,CH_BRANCH,AGT_00024,2024-05-21T09:22:00+00:00,2024,WEB_VISIT,RENEWAL,INBOUND,920,-0.723,false
INT_00000071384,CUST_00006910,POL_000011021,CH_MOBILE,,2024-10-25T17:20:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,432,0.596,true
INT_00000071385,CUST_00006910,POL_000011022,CH_MOBILE,,2026-06-06T19:15:00+00:00,2026,CHAT,BILLING,INBOUND,1137,0.346,true
INT_00000071386,CUST_00006910,POL_000011023,CH_EMAIL,,2024-10-30T16:17:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,1438,-0.324,false
INT_00000071387,CUST_00006910,POL_000011022,CH_CALL_CENTER,AGT_00025,2024-10-11T12:07:00+00:00,2024,CHAT,COMPLAINT,INBOUND,373,0.349,true
INT_00000071388,CUST_00006911,POL_000011024,CH_EMAIL,,2026-06-05T20:15:00+00:00,2026,CALL,BILLING,INBOUND,1298,0.217,true
INT_00000071389,CUST_00006911,POL_000011024,CH_CALL_CENTER,AGT_00047,2026-04-23T08:36:00+00:00,2026,MOBILE_SESSION,RENEWAL,OUTBOUND,140,0.689,true
INT_00000071390,CUST_00006911,POL_000011024,CH_BRANCH,AGT_00046,2026-04-01T11:49:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,826,0.15,true
INT_00000071391,CUST_00006911,POL_000011024,CH_SMS,,2025-09-07T09:10:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,421,0.22,true
INT_00000071392,CUST_00006911,POL_000011024,CH_MOBILE,,2026-06-27T18:40:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1008,-0.487,false
INT_00000071393,CUST_00006911,POL_000011024,CH_MOBILE,,2026-01-21T15:06:00+00:00,2026,WEB_VISIT,CLAIM,INBOUND,1491,0.644,true
INT_00000071394,CUST_00006911,POL_000011024,CH_WEB,,2025-12-30T20:16:00+00:00,2025,WEB_VISIT,RENEWAL,OUTBOUND,193,-0.208,true
INT_00000071395,CUST_00006911,POL_000011024,CH_WEB,,2026-06-06T11:32:00+00:00,2026,SMS,COMPLAINT,INBOUND,926,0.64,true
INT_00000071396,CUST_00006911,POL_000011024,CH_WEB,,2025-09-14T11:31:00+00:00,2025,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,1102,-0.35,false
INT_00000071397,CUST_00006912,POL_000011025,CH_WEB,,2025-07-20T17:47:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,702,0.008,true
INT_00000071398,CUST_00006912,POL_000011025,CH_EMAIL,,2026-01-01T20:17:00+00:00,2026,CHAT,QUOTE,INBOUND,806,-0.1,true
INT_00000071399,CUST_00006912,POL_000011025,CH_CALL_CENTER,AGT_00101,2024-07-14T15:04:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,694,0.917,false
INT_00000071400,CUST_00006912,POL_000011025,CH_CALL_CENTER,AGT_00103,2022-08-26T08:25:00+00:00,2022,EMAIL,GENERAL_SERVICE,INBOUND,206,-0.09,true
INT_00000071401,CUST_00006912,POL_000011025,CH_MOBILE,,2022-01-27T11:29:00+00:00,2022,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,603,0.105,true
INT_00000071402,CUST_00006912,POL_000011025,CH_MOBILE,,2024-04-08T10:26:00+00:00,2024,BRANCH_MEETING,CLAIM,INBOUND,288,0.582,true
INT_00000071403,CUST_00006913,POL_000011026,CH_BRANCH,AGT_00138,2022-07-06T10:17:00+00:00,2022,WEB_VISIT,RENEWAL,INBOUND,902,-0.299,false
INT_00000071404,CUST_00006913,POL_000011026,CH_CALL_CENTER,AGT_00137,2026-03-13T19:55:00+00:00,2026,WEB_VISIT,BILLING,INBOUND,1735,-0.333,true
INT_00000071405,CUST_00006913,POL_000011026,CH_BRANCH,AGT_00137,2023-02-15T17:02:00+00:00,2023,WEB_VISIT,BILLING,INBOUND,1797,0.504,true
INT_00000071406,CUST_00006913,POL_000011026,CH_CALL_CENTER,AGT_00138,2025-03-25T16:47:00+00:00,2025,CHAT,RENEWAL,OUTBOUND,564,0.667,true
INT_00000071407,CUST_00006913,POL_000011026,CH_CALL_CENTER,AGT_00136,2021-12-13T19:18:00+00:00,2021,MOBILE_SESSION,QUOTE,INBOUND,638,0.494,true
INT_00000071408,CUST_00006913,POL_000011026,CH_MOBILE,,2025-08-23T18:36:00+00:00,2025,BRANCH_MEETING,COMPLAINT,INBOUND,1140,0.689,true
INT_00000071409,CUST_00006913,POL_000011026,CH_MOBILE,,2023-06-11T14:19:00+00:00,2023,WEB_VISIT,BILLING,INBOUND,669,-0.486,true
INT_00000071410,CUST_00006913,POL_000011026,CH_BRANCH,AGT_00137,2025-05-19T17:48:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,477,-0.492,false
INT_00000071411,CUST_00006913,POL_000011026,CH_EMAIL,,2024-11-18T10:13:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,925,0.469,true
INT_00000071412,CUST_00006914,POL_000011027,CH_MOBILE,,2021-11-30T16:45:00+00:00,2021,CHAT,RETENTION,OUTBOUND,232,-0.705,false
INT_00000071413,CUST_00006914,POL_000011027,CH_SMS,,2024-02-20T11:41:00+00:00,2024,MOBILE_SESSION,RETENTION,OUTBOUND,422,0.605,true
INT_00000071414,CUST_00006914,POL_000011027,CH_MOBILE,,2025-04-15T09:11:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,109,-0.349,false
INT_00000071415,CUST_00006914,POL_000011027,CH_MOBILE,,2024-10-28T11:55:00+00:00,2024,CHAT,GENERAL_SERVICE,INBOUND,1306,0.949,true
INT_00000071416,CUST_00006914,POL_000011027,CH_SMS,,2026-05-31T08:34:00+00:00,2026,MOBILE_SESSION,QUOTE,INBOUND,734,0.448,true
INT_00000071417,CUST_00006914,POL_000011027,CH_EMAIL,,2025-06-23T13:05:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,941,-0.548,false
INT_00000071418,CUST_00006914,POL_000011027,CH_BRANCH,AGT_00095,2026-06-13T08:05:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,691,0.604,true
INT_00000071419,CUST_00006914,POL_000011027,CH_WEB,,2026-06-19T18:58:00+00:00,2026,EMAIL,BILLING,INBOUND,1020,0.764,true
INT_00000071420,CUST_00006914,POL_000011027,CH_WEB,,2025-11-24T10:55:00+00:00,2025,EMAIL,RENEWAL,OUTBOUND,85,0.235,true
INT_00000071421,CUST_00006914,POL_000011027,CH_BRANCH,AGT_00095,2021-03-27T16:08:00+00:00,2021,BRANCH_MEETING,CLAIM,INBOUND,1150,-0.084,true
INT_00000071422,CUST_00006914,POL_000011027,CH_MOBILE,,2025-09-12T12:46:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1485,0.353,true
INT_00000071423,CUST_00006915,POL_000011028,CH_CALL_CENTER,,2025-01-02T16:51:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,447,-0.044,true
