case_id,customer_id,policy_id,interaction_id,opened_datetime,closed_datetime,case_type,priority,case_status,sla_breached_flag,resolution_code,satisfaction_score
CAS_0000012579,CUST_00007086,POL_000011286,INT_00000073218,2024-04-19T11:00:00+00:00,2024-05-11T00:00:00+00:00,BILLING,HIGH,CLOSED,false,DOCUMENT_REQUESTED,2.96
CAS_0000012580,CUST_00007087,POL_000011287,INT_00000073236,2025-12-24T16:00:00+00:00,,COMPLAINT,MEDIUM,CLOSED,true,COMPENSATED,3.41
CAS_0000012581,CUST_00007088,POL_000011290,INT_00000073243,2023-08-29T08:00:00+00:00,2023-09-13T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,DOCUMENT_REQUESTED,2.97
CAS_0000012582,CUST_00007089,POL_000011291,INT_00000073245,2026-01-13T08:00:00+00:00,2026-02-06T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.13
CAS_0000012583,CUST_00007090,POL_000011294,INT_00000073254,2024-03-22T08:00:00+00:00,2024-04-11T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,3.42
CAS_0000012584,CUST_00007090,POL_000011294,INT_00000073255,2024-07-12T16:00:00+00:00,2024-07-20T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,COMPENSATED,4.89
CAS_0000012585,CUST_00007090,POL_000011294,INT_00000073257,2023-07-04T15:00:00+00:00,2023-07-14T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,2.57
CAS_0000012586,CUST_00007091,POL_000011296,INT_00000073260,2025-06-04T17:00:00+00:00,2025-06-19T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,true,ANSWERED,1.96
CAS_0000012587,CUST_00007091,POL_000011296,INT_00000073263,2024-07-29T10:00:00+00:00,2024-08-02T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,false,ANSWERED,2.54
CAS_0000012588,CUST_00007091,POL_000011295,INT_00000073266,2025-05-30T18:00:00+00:00,2025-06-20T00:00:00+00:00,BILLING,LOW,RESOLVED,true,ANSWERED,2.52
CAS_0000012589,CUST_00007091,POL_000011295,INT_00000073268,2026-03-31T12:00:00+00:00,2026-04-10T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,ANSWERED,2.56
CAS_0000012590,CUST_00007091,POL_000011296,INT_00000073270,2025-10-21T14:00:00+00:00,2025-10-30T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,COMPENSATED,3.55
CAS_0000012591,CUST_00007092,POL_000011297,INT_00000073280,2025-04-02T11:00:00+00:00,2025-04-27T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,2.54
CAS_0000012592,CUST_00007094,POL_000011300,INT_00000073293,2025-08-17T13:00:00+00:00,2025-09-01T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.56
CAS_0000012593,CUST_00007094,POL_000011300,INT_00000073294,2025-11-25T17:00:00+00:00,2025-12-10T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,false,COMPENSATED,2.63
CAS_0000012594,CUST_00007094,POL_000011301,INT_00000073296,2025-07-07T14:00:00+00:00,2025-07-08T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ANSWERED,2.56
CAS_0000012595,CUST_00007095,POL_000011304,INT_00000073302,2024-07-12T17:00:00+00:00,2024-07-27T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.54
CAS_0000012596,CUST_00007097,POL_000011307,INT_00000073335,2022-01-19T10:00:00+00:00,2022-01-25T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,ANSWERED,3.7
CAS_0000012597,CUST_00007098,POL_000011308,INT_00000073338,2024-07-18T12:00:00+00:00,2024-08-05T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,true,ANSWERED,2.27
CAS_0000012598,CUST_00007099,POL_000011309,INT_00000073346,2025-05-24T11:00:00+00:00,2025-06-15T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,true,ANSWERED,2.74
CAS_0000012599,CUST_00007099,POL_000011309,INT_00000073347,2026-06-20T11:00:00+00:00,2026-07-05T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,5
CAS_0000012600,CUST_00007099,POL_000011309,INT_00000073349,2024-10-26T11:00:00+00:00,2024-10-28T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,COMPENSATED,2.34
CAS_0000012601,CUST_00007099,POL_000011309,INT_00000073350,2025-05-03T08:00:00+00:00,2025-05-08T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,2.99
CAS_0000012602,CUST_00007099,POL_000011309,INT_00000073354,2024-05-31T12:00:00+00:00,2024-06-14T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,3.5
CAS_0000012603,CUST_00007100,POL_000011310,INT_00000073360,2025-01-28T12:00:00+00:00,2025-02-03T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,4.08
CAS_0000012604,CUST_00007101,POL_000011312,INT_00000073368,2024-12-01T11:00:00+00:00,2024-12-09T00:00:00+00:00,CLAIM_SUPPORT,HIGH,ESCALATED,true,DOCUMENT_REQUESTED,2.35
CAS_0000012605,CUST_00007101,POL_000011311,INT_00000073375,2026-04-08T17:00:00+00:00,2026-04-12T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.15
CAS_0000012606,CUST_00007102,POL_000011313,INT_00000073377,2025-11-21T16:00:00+00:00,2025-11-30T00:00:00+00:00,BILLING,HIGH,CLOSED,false,DOCUMENT_REQUESTED,4.72
CAS_0000012607,CUST_00007102,POL_000011313,INT_00000073382,2025-11-25T10:00:00+00:00,2025-12-12T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,true,ANSWERED,2.42
CAS_0000012608,CUST_00007103,POL_000011314,INT_00000073389,2024-06-23T12:00:00+00:00,2024-07-04T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,4.43
CAS_0000012609,CUST_00007104,POL_000011315,INT_00000073397,2023-05-07T15:00:00+00:00,2023-05-27T00:00:00+00:00,BILLING,LOW,RESOLVED,true,COMPENSATED,2.33
CAS_0000012610,CUST_00007105,POL_000011316,INT_00000073415,2022-10-08T17:00:00+00:00,2022-10-26T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.5
CAS_0000012611,CUST_00007106,POL_000011318,INT_00000073424,2025-09-20T16:00:00+00:00,2025-09-27T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,2.49
CAS_0000012612,CUST_00007106,POL_000011318,INT_00000073427,2025-06-18T18:00:00+00:00,2025-06-19T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,true,COMPENSATED,2.75
CAS_0000012613,CUST_00007107,POL_000011320,INT_00000073431,2023-06-24T08:00:00+00:00,2023-07-04T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,4.65
CAS_0000012614,CUST_00007107,POL_000011319,INT_00000073436,2021-07-27T14:00:00+00:00,2021-08-16T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,3.23
CAS_0000012615,CUST_00007108,POL_000011323,INT_00000073443,2022-08-02T15:00:00+00:00,,BILLING,LOW,RESOLVED,true,DOCUMENT_REQUESTED,2.43
CAS_0000012616,CUST_00007108,POL_000011323,INT_00000073447,2024-01-01T17:00:00+00:00,2024-01-23T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,ANSWERED,3.56
CAS_0000012617,CUST_00007108,POL_000011322,INT_00000073448,2024-04-25T15:00:00+00:00,2024-05-13T00:00:00+00:00,BILLING,LOW,ESCALATED,false,COMPENSATED,3.63
CAS_0000012618,CUST_00007108,POL_000011322,INT_00000073450,2021-02-03T08:00:00+00:00,2021-02-04T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,ESCALATED_BACKOFFICE,2.77
CAS_0000012619,CUST_00007109,POL_000011326,INT_00000073453,2023-03-05T12:00:00+00:00,2023-03-22T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,3.46
CAS_0000012620,CUST_00007109,POL_000011326,INT_00000073455,2022-12-28T17:00:00+00:00,2023-01-01T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.63
CAS_0000012621,CUST_00007110,POL_000011328,INT_00000073462,2025-12-02T10:00:00+00:00,2025-12-14T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.12
CAS_0000012622,CUST_00007110,POL_000011327,INT_00000073467,2025-06-17T09:00:00+00:00,2025-07-11T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,true,ANSWERED,3.09
CAS_0000012623,CUST_00007110,POL_000011327,INT_00000073468,2022-04-13T09:00:00+00:00,2022-04-20T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ANSWERED,5
CAS_0000012624,CUST_00007110,POL_000011329,INT_00000073470,2021-12-07T13:00:00+00:00,2021-12-28T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,2.91
CAS_0000012625,CUST_00007111,POL_000011330,INT_00000073475,2025-12-19T12:00:00+00:00,2026-01-12T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.69
CAS_0000012626,CUST_00007112,POL_000011331,INT_00000073486,2026-02-28T12:00:00+00:00,2026-03-08T00:00:00+00:00,BILLING,HIGH,CLOSED,true,ANSWERED,3.57
CAS_0000012627,CUST_00007113,POL_000011333,INT_00000073493,2023-01-07T13:00:00+00:00,2023-01-16T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,ANSWERED,2.23
CAS_0000012628,CUST_00007113,POL_000011332,INT_00000073495,2025-06-29T13:00:00+00:00,2025-07-24T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.77
CAS_0000012629,CUST_00007114,POL_000011334,INT_00000073506,2021-07-23T14:00:00+00:00,2021-08-09T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,true,COMPENSATED,3.16
CAS_0000012630,CUST_00007115,POL_000011335,INT_00000073520,2021-02-02T11:00:00+00:00,2021-02-20T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,4.02
CAS_0000012631,CUST_00007118,POL_000011339,INT_00000073535,2025-01-07T11:00:00+00:00,2025-01-09T00:00:00+00:00,BILLING,CRITICAL,CLOSED,false,COMPENSATED,3.91
CAS_0000012632,CUST_00007118,POL_000011339,INT_00000073536,2025-12-22T16:00:00+00:00,2025-12-26T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,1.98
CAS_0000012633,CUST_00007118,POL_000011339,INT_00000073540,2026-02-25T08:00:00+00:00,2026-03-15T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.37
CAS_0000012634,CUST_00007119,POL_000011342,INT_00000073552,2025-05-24T17:00:00+00:00,2025-05-26T00:00:00+00:00,BILLING,MEDIUM,CLOSED,true,ANSWERED,1.33
CAS_0000012635,CUST_00007120,POL_000011343,INT_00000073563,2025-01-15T10:00:00+00:00,2025-01-18T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,COMPENSATED,1.82
CAS_0000012636,CUST_00007122,POL_000011347,INT_00000073580,2023-08-12T15:00:00+00:00,2023-08-17T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ANSWERED,2.75
CAS_0000012637,CUST_00007123,POL_000011349,INT_00000073593,2022-08-15T12:00:00+00:00,2022-08-29T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.3
CAS_0000012638,CUST_00007123,POL_000011349,INT_00000073594,2023-09-03T08:00:00+00:00,2023-09-14T00:00:00+00:00,BILLING,HIGH,CLOSED,true,ANSWERED,2.53
CAS_0000012639,CUST_00007124,POL_000011350,INT_00000073596,2025-12-09T18:00:00+00:00,2026-01-02T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,3.66
CAS_0000012640,CUST_00007125,POL_000011353,INT_00000073603,2024-11-11T08:00:00+00:00,2024-11-20T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,4.55
CAS_0000012641,CUST_00007125,POL_000011353,INT_00000073606,2022-05-25T15:00:00+00:00,2022-05-27T00:00:00+00:00,COMPLAINT,MEDIUM,CLOSED,true,ESCALATED_BACKOFFICE,3.64
CAS_0000012642,CUST_00007125,POL_000011351,INT_00000073610,2026-01-12T09:00:00+00:00,2026-01-14T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,2.86
CAS_0000012643,CUST_00007126,POL_000011354,INT_00000073612,2026-06-13T16:00:00+00:00,2026-06-21T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,COMPENSATED,2.23
CAS_0000012644,CUST_00007126,POL_000011354,INT_00000073615,2026-01-26T12:00:00+00:00,2026-02-20T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,
CAS_0000012645,CUST_00007126,POL_000011354,INT_00000073616,2025-12-13T18:00:00+00:00,2025-12-29T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,true,COMPENSATED,2.73
CAS_0000012646,CUST_00007127,POL_000011355,INT_00000073620,2025-03-19T08:00:00+00:00,,BILLING,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,1
CAS_0000012647,CUST_00007127,POL_000011355,INT_00000073622,2023-12-15T10:00:00+00:00,2023-12-30T00:00:00+00:00,COMPLAINT,LOW,ESCALATED,true,ESCALATED_BACKOFFICE,2.13
CAS_0000012648,CUST_00007127,POL_000011355,INT_00000073627,2026-05-21T13:00:00+00:00,2026-05-30T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.99
CAS_0000012649,CUST_00007127,POL_000011355,INT_00000073628,2026-01-02T11:00:00+00:00,2026-01-15T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.95
CAS_0000012650,CUST_00007128,POL_000011357,INT_00000073636,2025-01-21T13:00:00+00:00,2025-02-07T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,2.47
CAS_0000012651,CUST_00007129,POL_000011359,INT_00000073647,2024-06-05T09:00:00+00:00,2024-06-21T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,3.41
CAS_0000012652,CUST_00007130,POL_000011360,INT_00000073651,2023-02-13T12:00:00+00:00,2023-03-10T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,3.07
CAS_0000012653,CUST_00007130,POL_000011360,INT_00000073652,2025-12-19T11:00:00+00:00,2026-01-10T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ESCALATED_BACKOFFICE,3.39
CAS_0000012654,CUST_00007130,POL_000011360,INT_00000073662,2024-02-22T12:00:00+00:00,2024-02-25T00:00:00+00:00,COMPLAINT,LOW,CLOSED,true,ANSWERED,1.36
CAS_0000012655,CUST_00007131,POL_000011361,INT_00000073667,2025-12-14T12:00:00+00:00,2025-12-19T00:00:00+00:00,BILLING,LOW,ESCALATED,false,ANSWERED,4.62
CAS_0000012656,CUST_00007131,POL_000011361,INT_00000073670,2025-12-20T09:00:00+00:00,2026-01-10T00:00:00+00:00,BILLING,LOW,ESCALATED,false,ANSWERED,2.86
CAS_0000012657,CUST_00007132,POL_000011363,INT_00000073675,2026-06-14T13:00:00+00:00,2026-06-18T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,4.75
CAS_0000012658,CUST_00007132,POL_000011363,INT_00000073679,2022-06-09T09:00:00+00:00,2022-06-20T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,3.92
CAS_0000012659,CUST_00007133,POL_000011365,INT_00000073686,2025-10-30T16:00:00+00:00,2025-11-13T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,
CAS_0000012660,CUST_00007133,POL_000011365,INT_00000073692,2025-09-08T18:00:00+00:00,2025-09-24T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,ANSWERED,3.49
CAS_0000012661,CUST_00007134,POL_000011367,INT_00000073696,2025-06-20T09:00:00+00:00,2025-06-29T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,4.06
CAS_0000012662,CUST_00007135,POL_000011369,INT_00000073701,2025-08-22T17:00:00+00:00,2025-08-30T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ESCALATED_BACKOFFICE,2.14
CAS_0000012663,CUST_00007135,POL_000011369,INT_00000073703,2025-07-22T17:00:00+00:00,2025-08-06T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,4.4
CAS_0000012664,CUST_00007135,POL_000011369,INT_00000073704,2024-04-14T09:00:00+00:00,2024-05-05T00:00:00+00:00,CLAIM_SUPPORT,LOW,ESCALATED,false,DOCUMENT_REQUESTED,4.9
CAS_0000012665,CUST_00007136,POL_000011370,INT_00000073710,2024-06-22T14:00:00+00:00,2024-07-06T00:00:00+00:00,COMPLAINT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.26
CAS_0000012666,CUST_00007136,POL_000011370,INT_00000073711,2025-11-02T12:00:00+00:00,2025-11-13T00:00:00+00:00,BILLING,LOW,CLOSED,false,ANSWERED,4.39
CAS_0000012667,CUST_00007136,POL_000011370,INT_00000073712,2025-09-06T09:00:00+00:00,2025-09-28T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,3.74
CAS_0000012668,CUST_00007136,POL_000011370,INT_00000073714,2023-11-12T13:00:00+00:00,2023-12-04T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,5
CAS_0000012669,CUST_00007137,POL_000011371,INT_00000073718,2023-06-24T13:00:00+00:00,2023-07-05T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,3.94
CAS_0000012670,CUST_00007137,POL_000011371,INT_00000073722,2022-04-12T15:00:00+00:00,2022-04-25T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,3.66
CAS_0000012671,CUST_00007137,POL_000011371,INT_00000073726,2024-06-14T14:00:00+00:00,2024-06-29T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,3.55
CAS_0000012672,CUST_00007138,POL_000011372,INT_00000073729,2023-04-19T12:00:00+00:00,2023-04-28T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,4.95
CAS_0000012673,CUST_00007139,POL_000011374,INT_00000073741,2025-04-06T11:00:00+00:00,2025-04-29T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,COMPENSATED,1.99
CAS_0000012674,CUST_00007140,POL_000011375,INT_00000073754,2023-08-24T08:00:00+00:00,2023-09-01T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,2.92
CAS_0000012675,CUST_00007141,POL_000011377,INT_00000073760,2023-07-25T15:00:00+00:00,2023-07-29T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ANSWERED,
CAS_0000012676,CUST_00007142,POL_000011379,INT_00000073770,2026-06-27T17:00:00+00:00,2026-07-21T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,3.51
CAS_0000012677,CUST_00007142,POL_000011379,INT_00000073774,2026-01-30T18:00:00+00:00,2026-02-13T00:00:00+00:00,BILLING,HIGH,CLOSED,false,ANSWERED,
CAS_0000012678,CUST_00007144,POL_000011382,INT_00000073784,2025-03-24T18:00:00+00:00,2025-03-30T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,DOCUMENT_REQUESTED,1.94
CAS_0000012679,CUST_00007144,POL_000011383,INT_00000073785,2023-12-02T17:00:00+00:00,2023-12-05T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,2.65
CAS_0000012680,CUST_00007144,POL_000011383,INT_00000073787,2026-01-26T17:00:00+00:00,2026-02-08T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,true,COMPENSATED,3.46
CAS_0000012681,CUST_00007145,POL_000011384,INT_00000073796,2022-03-07T11:00:00+00:00,2022-03-11T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.45
CAS_0000012682,CUST_00007145,POL_000011384,INT_00000073801,2022-05-12T09:00:00+00:00,2022-05-30T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.05
CAS_0000012683,CUST_00007146,POL_000011385,INT_00000073805,2023-09-12T16:00:00+00:00,2023-10-02T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,DOCUMENT_REQUESTED,2.49
CAS_0000012684,CUST_00007148,POL_000011389,INT_00000073831,2026-05-27T08:00:00+00:00,2026-06-06T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,3.76
CAS_0000012685,CUST_00007149,POL_000011392,INT_00000073837,2021-12-07T08:00:00+00:00,2021-12-10T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,COMPENSATED,
CAS_0000012686,CUST_00007149,POL_000011392,INT_00000073839,2024-09-26T13:00:00+00:00,2024-10-02T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,ANSWERED,2.38
CAS_0000012687,CUST_00007150,POL_000011393,INT_00000073844,2026-05-11T16:00:00+00:00,2026-06-02T00:00:00+00:00,BILLING,HIGH,ESCALATED,true,DOCUMENT_REQUESTED,1.91
CAS_0000012688,CUST_00007150,POL_000011393,INT_00000073846,2025-12-12T12:00:00+00:00,2025-12-25T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,true,ANSWERED,2.2
CAS_0000012689,CUST_00007151,POL_000011394,INT_00000073855,2022-04-24T12:00:00+00:00,2022-04-30T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,
CAS_0000012690,CUST_00007152,POL_000011396,INT_00000073865,2024-11-12T11:00:00+00:00,,BILLING,HIGH,RESOLVED,false,ANSWERED,3.54
CAS_0000012691,CUST_00007153,POL_000011397,INT_00000073873,2025-11-17T11:00:00+00:00,2025-11-18T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,3.31
CAS_0000012692,CUST_00007153,POL_000011397,INT_00000073876,2023-05-26T14:00:00+00:00,2023-06-01T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.08
CAS_0000012693,CUST_00007153,POL_000011397,INT_00000073878,2023-12-31T08:00:00+00:00,2024-01-25T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.08
CAS_0000012694,CUST_00007154,POL_000011398,INT_00000073885,2024-04-13T13:00:00+00:00,2024-04-26T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.77
CAS_0000012695,CUST_00007154,POL_000011398,INT_00000073889,2025-11-27T11:00:00+00:00,2025-12-01T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.43
CAS_0000012696,CUST_00007154,POL_000011398,INT_00000073892,2024-01-09T13:00:00+00:00,,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.54
CAS_0000012697,CUST_00007155,POL_000011399,INT_00000073903,2024-12-26T10:00:00+00:00,2025-01-19T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,3.22
CAS_0000012698,CUST_00007155,POL_000011399,INT_00000073904,2026-06-11T12:00:00+00:00,2026-07-04T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,4.1
CAS_0000012699,CUST_00007156,POL_000011402,INT_00000073910,2025-02-28T18:00:00+00:00,2025-03-08T00:00:00+00:00,BILLING,LOW,CLOSED,false,ESCALATED_BACKOFFICE,2.06
CAS_0000012700,CUST_00007158,POL_000011405,INT_00000073929,2023-12-04T09:00:00+00:00,2023-12-15T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.87
CAS_0000012701,CUST_00007158,POL_000011405,INT_00000073934,2021-11-30T13:00:00+00:00,2021-12-02T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,COMPENSATED,3.22
CAS_0000012702,CUST_00007158,POL_000011404,INT_00000073935,2021-05-16T10:00:00+00:00,2021-05-19T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,4.92
CAS_0000012703,CUST_00007160,POL_000011408,INT_00000073948,2023-04-26T11:00:00+00:00,2023-05-14T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,3.45
CAS_0000012704,CUST_00007160,POL_000011408,INT_00000073952,2024-11-20T18:00:00+00:00,2024-12-01T00:00:00+00:00,BILLING,LOW,RESOLVED,true,DOCUMENT_REQUESTED,3.21
CAS_0000012705,CUST_00007160,POL_000011408,INT_00000073956,2025-03-18T18:00:00+00:00,2025-03-21T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,3.41
CAS_0000012706,CUST_00007161,POL_000011409,INT_00000073963,2021-10-09T15:00:00+00:00,2021-10-19T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,ESCALATED_BACKOFFICE,3.34
CAS_0000012707,CUST_00007162,POL_000011410,INT_00000073974,2026-05-26T11:00:00+00:00,2026-05-30T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,ESCALATED_BACKOFFICE,5
CAS_0000012708,CUST_00007162,POL_000011410,INT_00000073977,2026-06-07T18:00:00+00:00,2026-06-30T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,3.69
CAS_0000012709,CUST_00007163,POL_000011413,INT_00000073980,2024-01-07T18:00:00+00:00,,CLAIM_SUPPORT,HIGH,RESOLVED,true,ESCALATED_BACKOFFICE,2.57
CAS_0000012710,CUST_00007164,POL_000011414,INT_00000073996,2025-05-12T17:00:00+00:00,2025-06-03T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.58
CAS_0000012711,CUST_00007165,POL_000011415,INT_00000074005,2023-05-19T13:00:00+00:00,2023-05-27T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,2.14
CAS_0000012712,CUST_00007165,POL_000011415,INT_00000074006,2021-09-13T18:00:00+00:00,2021-09-14T00:00:00+00:00,BILLING,LOW,CLOSED,false,DOCUMENT_REQUESTED,3.9
CAS_0000012713,CUST_00007165,POL_000011415,INT_00000074008,2024-10-31T18:00:00+00:00,2024-11-14T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,DOCUMENT_REQUESTED,3.16
CAS_0000012714,CUST_00007166,POL_000011416,INT_00000074012,2026-01-17T08:00:00+00:00,2026-01-27T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ANSWERED,3.33
